ID	Широта	\Долгота	Регион	Тип региона	\Тип области	Область	Полный адрес	Размещение
530804	55.727851	37.475354	Москва	г	г	Москва	г. Москва, Кутузовский проспект, д. 57, -1 этаж	ТРЦ «Океания»
524299	55.659622	37.747738	Москва	г	г	Москва	г. Москва, ул. Перерва, д. 43, корп. 1	ТЦ "БУМ", кинотеатр "Киномакс Солярис" (3 этаж)
529630	55.753248	37.606317	Москва	г	г	Москва	г. Москва, ул. Воздвиженка, д. 10	Торгово-офисный комплекс "Воздвиженка-Центр"
531797	55.787766	37.677158	Москва	г	г	Москва	г. Москва, ул. Русаковская, д. 29	ДО №099/1040  Банка ГПБ (АО) «Русаковский»
530354	55.644756	37.560566	Москва	г	г	Москва	г. Москва, Севастопольский просп., д. 89	АЗС "Газпромнефть" № 94
529508	55.654626	37.844541	Москва	г	г	Москва	г. Москва, Люберецкий р-н, пос. Котельники,  1-й Покровский проезд, 5, 1-й этаж	ТРЦ «МЕГА Белая Дача»
530332	55.668430	37.559920	Москва	г	г	Москва	г. Москва, ул. Гарибальди, д. 36	Д/О № 099/1022 Банка ГПБ (АО) "Царскосельский" (2 этаж)
530826	55.547845	37.543246	Москва	г	г	Москва	г. Москва, ул. Венёвская, д.6.	ТРЦ «Витте Молл» (3 этаж)
530810	55.748165	37.540315	Москва	г	г	Москва	г. Москва, Пресненская набережная, д. 6, стр. 2	ММДЦ «Москва-Сити» башня «Империя», южное лобби, 4 подъезд (ООО «ГПМ Матч»)
531337	55.710570	37.443829	Москва	г	г	Москва	г. Москва, ул. Верейская, д. 17	БЦ "Верейская Плаза 2"
531315	55.771145	37.620061	Москва	г	г	Моcква	Москва г., г. Моcква, Цветной бульв., д. 15, стр. 1	Универмаг "Цветной" (1 этаж)
529402	55.845501	37.576142	Москва	г	г	Москва	г. Москва, Гостиничный пр-д, д. 8, корп. 1	Гостиница "Шерстон" (1 этаж)
530419	55.661552	37.554744	Москва	г	г	Москва	г. Москва, ул. Наметкина, д. 12А	ИФСК АРКС
530317	55.728849	37.620321	Москва	г	г	Москва	г. Москва, ул. Коровий вал, д.5	БЦ «Оазис»
738289	55.312349	37.183817	Москва	г	п	ЛМС	Москва г., п. ЛМС, с/п Вороновское, пос.ЛМС, мкр-н Центральный, д. 42Б	АО "МОСОБЛГАЗ"
729513	55.570389	37.475538	Москва	г	г	Москва	г. Москва, Ленинский район, пос. Коммунарка	АПК, автосалон "ГАЛФ-Автопремьер" (ООО "АРТЕС"), Филиал ООО "Газпром телеком"
530372	55.666757	37.515601	Москва	г	г	Москва	г. Москва, Ленинский просп., д. 101	Супермаркет "Ленинский, 101"
530442	55.757511	37.660808	Москва	г	г	Москва	г. Москва, ул. Земляной вал, д. 29	Курский вокзал (ОАО "РЖД", ЗАО "РЖД-Сервис")
531306	55.600949	37.471059	Москва	г	г	Москва	г. Москва, пос. Сосенское, Калужское ш. 22-й км, д. 10	ОРПЦ «Фуд Сити» (Оптово-продовольственный центр),   1 этаж
531308	55.600949	37.471059	Москва	г	г	Москва	г. Москва, пос. Сосенское, Калужское ш. 22-й км, д. 10	ОРПЦ «Фуд Сити» (Оптово-продовольственный центр),   1 этаж
529524	55.656906	37.557538	Москва	г	г	Москва	г. Москва, ул. Херсонская, д. 43, корп. 3	БЦ "Газойл Сити" (ООО "МСК-Истэйт"), ЗАО "Газпромбанк Лизинг" (1 этаж)
524335	55.745904	37.559910	Москва	г	г	Москва	г. Москва, ул. Большая Дорогомиловская, д. 5	Магазин "Л'Этуаль"
529469	55.739052	37.593210	Москва	г	г	Москва	г. Москва, ул. Остоженка, д. 38, стр. 1	МГЛУ главный корпус
529417	55.754968	37.509262	Москва	г	г	Москва	г. Москва, Береговой проезд, владение 5	ТЦ Фили Град
530362	55.790655	37.530605	Москва	г	г	Москва	г. Москва, Ходынский бульв., д. 4 (ул. Авиаконструктора Микояна, д. 10)	АО ТВК "Авиапарк" (3 уровень), справа от центрального входа, рядом с MEDIA MARKT
530378	55.651076	37.478169	Москва	г	г	Москва	г. Москва, просп. Вернадского, вл. 100А	АЗС "Газпромнефть" № 164
529424	55.664695	37.562443	Москва	г	г	Москва	г. Москва, ул. Новочеремушкинская, д. 65	ООО "Газпром Нефть Шельф"
531808	55.733898	37.613305	Москва	г	г	Москва	г. Москва, ул. Б. Якиманка, д. 39/20, стр. 1	Д/О № 099/1006 Банка ГПБ (АО) "Якиманка", зона 24
531264	55.768739	37.645571	Москва	г	г	Москва	г. Москва, ул. Мясницкая, д. 48	Д/О № 099/1023 Банка ГПБ (АО) "Красные Ворота", зона 24
529383	55.790483	37.747034	Москва	г	г	Москва	г. Москва, Измайловское ш., д. 71, корп. 3В	ЗАО Туристическо-гостиничный комплекс "ВЕГА"
531799	55.688814	37.540797	Москва	г	г	Москва	г. Москва, Ломоносовский просп., д. 15	Д/О № 099/1012 Банка ГПБ (АО) "Ломоносовский", зона 24
531323	55.664905	37.564237	Москва	г	г	Москва	г. Москва, ул. Новочеремушкинская, д. 63	Проходная Центрального офиса Банка ГПБ (АО), КПП (уличный)
530408	55.710687	37.670465	Москва	г	г	Москва	г. Москва, ул. 7-ая Кожуховская, вл. 3А, 5 (ЮВАО)	ТРЦ "Мозаика", центральный эскалатор (1 этаж)
529528	55.593868	37.351896	Москва	г	г	Московский	Москва г., г. Московский, ул. Хабарова д. 2.	ТРК «Новомосковский»
529476	55.821076	37.782088	Москва	г	г	Москва	г. Москва, ул. Иркутская, д. 11/17	Бизнес Центр "Бэлрайс"
530391	55.708778	37.603059	Москва	г	г	Москва	г. Москва, проезд 2-й Верхний Михайловский, д. 9, стр. 11	Д/О № 099/1021 Банка ГПБ (АО) "Шаболовка", зона 24
529554	55.612818	37.301002	Москва	г	г	Москва	г. Москва, ул. 1-ая Рейсовая, д. 13, Аэропорт Внуково	Гостиница "Экипаж"
531319	55.733898	37.613305	Москва	г	г	Москва	г. Москва, ул. Б. Якиманка, д. 39/20, стр. 1	Д/О № 099/1006 Банка ГПБ (АО) "Якиманка", зона 24
531789	55.678326	37.561032	Москва	г	г	Москва	г. Москва, Нахимовский проспект, д. 57	Летуаль (Алькор и Ко)
530839	55.682706	37.661320	Москва	г	г	Москва	г. Москва, пр-т Андропова, д. 22	ТРЦ «Нора»
529441	55.823239	37.497599	Москва	г	г	Москва	г. Москва, Ленинградское ш., д. 16	ТЦ "Метрополис" (выход с подземной парковки)
529625	55.863839	37.463448	Москва	г	г	Москва	г. Москва, Ленинградское ш., д. 63Б	Автосалон "АУДИ - Центр Север"
524279	55.762399	37.619117	Москва	г	г	Москва	г. Москва, ул. Петровка, д. 10	ТЦ "Петровский пассаж", Группа компаний "BOSCO"
529584	55.816586	37.619432	Москва	г	г	Москва	г. Москва, ул. Аргуновская, д. 5	ОАО "Телекомпания НТВ", ОАО "Газпром-Медиа Холдинг"
529648	55.728976	37.618514	Москва	г	г	Москва	г. Москва, ул. Коровий Вал, д. 9, стр. 2	Д/О № 099/1024 Банка ГПБ (АО) "Добрынинский", Блок "Б", зона 24 (1 этаж)
530409	55.580421	37.573016	Москва	г	г	Москва	г. Москва, МКАД, 34 км (внешняя сторона), вл. 7, стр. 1,2,3	АЗС "Газпромнефть" № 40
530281	55.757640	37.582812	Москва	г	г	Москва	г. Москва, Новинский бульв., д. 31	ТДЦ "Новинский Пассаж" (1 этаж)
529403	55.869219	37.663043	Москва	г	г	Москва	г. Москва, ул. Енисейская, д. 19	ТЦ "Радужный" (1 этаж)
531817	55.668430	37.559920	Москва	г	г	Москва	г. Москва, ул. Гарибальди, д. 36	Д/О № 099/1022 Банка ГПБ (АО) "Царскосельский" (2 этаж)
531320	55.691393	37.580738	Москва	г	г	Москва	г. Москва, ул. Гримау, д. 6	Д/О № 099/1032 Банка ГПБ (АО) "Академический", зона 24
529552	55.754297	37.624965	Москва	г	г	Москва	г. Москва, ул. Ильинка, д. 4	Гостиный Двор, внутренняя галерея (2 этаж)
530265	55.664869	37.564280	Москва	г	г	Москва	г. Москва, ул. Новочеремушкинская, д. 63	Центральный офис Банка ГПБ (АО), главный вход
530450	55.773611	37.655670	Москва	г	г	Москва	г. Москва, Комсомольская пл., д. 2	Казанский вокзал (ОАО "РЖД", ЗАО "РЖД-Сервис")
737318	55.508286	37.533337	Москва	г	г	Щербинка	Москва г., г. Щербинка, Остафьевское шоссе, д. 3	АО "МОСОБЛГАЗ"
530407	55.695870	37.664896	Москва	г	г	Москва	г. Москва, Просп. Андропова, д. 8	ТЦ "Мегаполис"
529618	55.869577	37.666719	Москва	г	г	Москва	г. Москва, ул. Менжинского, д. 32	ТРЦ Кондор
530828	55.706883	37.592096	Москва	г	г	Москва	г. Москва, ул. Вавилова, дом 3	ТРЦ «Гагаринский» (1 этаж)
530389	55.745924	37.549264	Москва	г	г	Москва	г. Москва, Кутузовский просп., д. 22	Д/О № 099/1017 Банка ГПБ (АО) "Кутузовский", зона 24
529459	55.656903	37.535991	Москва	г	г	Москва	г. Москва, ул. Обручева, д. 27, корп. 1	Автосалон "РОЛЬФ-ЮГ"
529649	55.728976	37.618514	Москва	г	г	Москва	г. Москва, ул. Коровий Вал, д. 9, стр. 2	Д/О № 099/1024 Банка ГПБ (АО) "Добрынинский", Блок "Б" (2 этаж)
738336	55.312349	37.183817	Москва	г	п	ЛМС	Москва г., п. ЛМС, с/п Вороновское, пос.ЛМС, мкр-н Центральный, д. 42Б	АО "МОСОБЛГАЗ"
530768	55.702881	37.509954	Москва	г	г	Москва	г. Москва, Мичуринский просп., д. 7	Д/О № 099/1038 Банка ГПБ (АО) «Шуваловский»
524268	55.710687	37.670465	Москва	г	г	Москва	г. Москва, ул. 7-ая Кожуховская, вл. 3А, 5 (ЮВАО)	ТРЦ "Мозаика", выход с парковки к супермаркету "Лента" (цокольный этаж)
529447	55.604571	37.288714	Москва	г	г	Москва	г. Москва, ул. 2-ая Рейсовая, д. 2, корп. 4, Аэропорт Внуково	Терминал "D", зона "Внутренние рейсы" (1 этаж)
529654	55.606075	37.288699	Москва	г	г	Москва	г. Москва, ул. 2-ая Рейсовая, д. 2, корп. 5, Аэропорт Внуково	Терминал "А" (цокольный этаж, зона лифтов)
531807	55.803479	37.637704	Москва	г	г	Москва	г. Москва, Проспект Мира, д. 108	Д/О № 099/1015 Банка ГПБ (АО) "Алексеевский", зона 24
729536	55.668442	37.559856	Москва	г	г	Москва	г. Москва, ул. Гарибальди, д. 36	Д/О № 099/1022 Банка ГПБ (АО) "Царскосельский" (2 этаж)
531802	55.673497	37.503799	Москва	г	г	Москва	г. Москва, просп. Вернадского, д. 41, стр. 1	Д/О № 099/1008 Банка ГПБ (АО) "Вернадский"
529555	55.570870	37.561010	Москва	г	г	Москва	г. Москва, ул. Поляны, вл. 2	АЗС "Газпромнефть" № 101
529471	55.876476	37.422279	Москва	г	г	Москва	г. Москва, МКАД, 73 км, д. 7	ТЦ "Арфа", вход со стороны Якитории (1 этаж)
529437	55.643842	37.796887	Москва	г	г	Москва	г. Москва, р-он Капотня, 2-ой квартал, д. 1, корп. 3	Московский НПЗ, ОАО «Газпромнефть-МНПЗ»
531321	55.859923	37.687805	Москва	г	г	Москва	г. Москва, Ярославское ш., д. 31	Автосалон "РОЛЬФ-СИТИ"
529633	55.639029	37.759228	Москва	г	г	Москва	г. Москва, ул. Борисовские пруды, вл. 26, корп. 2	ТРЦ "БраVо!" (1 этаж, перед входом в супермаркет "Лента")
529621	55.700426	37.621626	Москва	г	г	Москва	г. Москва, Варшавское ш., д. 9	Гостиница "АЗИМУТ Отель Москва Тульская"
729402	55.572970	37.674530	Москва	г	г	Москва	г. Москва, 19 км МКАД, вл. 6 (внутренняя сторона)	АЗС "Газпромнефть" № 38
729378	55.746712	37.626634	Москва	г	г	Москва	г. Москва, ул. Балчуг, д. 7	Д/О № 099/1009 Банка ГПБ (АО) "Балчуг"
529430	55.606670	37.536284	Москва	г	г	Москва	г. Москва, Новоясеневский просп., д. 11	ТРЦ "Золотой Вавилон Ясенево" (1 этаж)
529596	55.750788	37.559200	Москва	г	г	Москва	г. Москва, Кутузовский проспект, д. 12, стр. 1	Кафе WOW
529468	55.824005	37.634434	Москва	г	г	Москва	г. Москва, ул. 1-ая Останкинская, д. 55	ТЦ "ВДНХ", около входа в супермаркет "Лента" (1 этаж)
529495	55.759145	37.624487	Москва	г	г	Москва	г. Москва, ул. Никольская, д. 25	ТЦ "Наутилус"
530423	55.655923	37.541505	Москва	г	г	Москва	г. Москва, ул. Профсоюзная, д. 61, корп. А	ТЦ "Калужский" (2 этаж), выход на парковку
529612	55.731176	37.669279	Москва	г	г	Москва	г. Москва, Волгоградский просп., д. 2	ОАО "НИИСА" (Научно-исследовательский институт систем автоматизации)
530846	55.751406	37.565713	Москва	г	г	Москва	г. Москва, Кутузовский проспект, д. 2/1, стр. 1.	Гостиница Украина (1 этаж)
524282	55.617276	37.715622	Москва	г	г	Москва	г. Москва, Каширское ш., д. 61, стр. 3А, корп. 1	АТЦ "Москва"
529376	55.746765	37.626585	Москва	г	г	Москва	г. Москва, ул. Балчуг, д. 7	Д/О № 099/1009 Банка ГПБ (АО) "Балчуг" (1 этаж), зона 24
530289	55.688814	37.540797	Москва	г	г	Москва	г. Москва, Ломоносовский просп., д. 15	Д/О № 099/1012 Банка ГПБ (АО) "Ломоносовский", зона 24
530788	55.705072	37.639383	Москва	г	г	Москва	г. Москва, ул. Автозаводская, д. 18	ТРЦ "Ривьера" (1 этаж, вход со стороны ул. Ленинская Слобода)
